name,animaltype,breed,colour,sex,suburb,AgeYears
TIMMY ,DOG ,KELPIE ,BROWN ,M,TEESDALE,
RUBY ,DOG ,LABRADOR ,CHOCOLATE ,F,TEESDALE,
PUDDING ,DOG ,LABRADOR ,CHOCOLATE ,M,TEESDALE,
PIPPA ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,TEESDALE,
SWEETIE ,DOG ,FOX TERRIER ,BLACK/WHITE/BROWN ,F,TEESDALE,
UNKNOWN ,DOG ,KING CHARLES SPANIEL ,BLACK & TAN ,M,TEESDALE,
LILY ,CAT ,BURMESE ,CREAM/LILAC ,F,TEESDALE,
TOM ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,BATESFORD,
TOBY ,CAT ,DOMESTIC LONG HAIR ,WHITE ,M,BATESFORD,
ROOEY ,DOG ,JACK RUSSELL TERRIER ,TRI ,M,TEESDALE,
CLYDE ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,TEESDALE,
JAZZ ,CAT ,PERSIAN ,BLACK/WHITE ,M,TEESDALE,
BOOBY ,DOG ,FOX TERRIER ,BLACK/WHITE ,M,TEESDALE,
NEVA ,DOG ,WHITE SHEPHERD ,WHITE ,F,SPRINGDALLAH,
ZAC ,DOG ,WHITE SHEPHERD ,WHITE ,M,SPRINGDALLAH,
RORY ,DOG ,WHITE SHEPHERD ,WHITE ,F,SPRINGDALLAH,
MITSY ,DOG ,MALT./SHIH TZU X ,TAN & WHITE ,F,MEREDITH,
JACK ,DOG ,CATTLE DOG ,TAN ,M,INVERLEIGH,
BELLA ,DOG ,GREYHOUND ,BLACK ,F,SUTHERLANDS CREEK,
WOOFA ,DOG ,CAVOODLE ,APRICOT ,F,BANNOCKBURN,
TOBY ,DOG ,CORGI ,TAN/WHITE ,M,INVERLEIGH,
RALPHY ,DOG ,WEST HIGHLAND TERRIER ,WHITE ,M,HADDON,
MARTY ,CAT ,MOGGIE ,BLACK ,M,HADDON,
MATILDA ,DOG ,LABRADOR ,GOLD ,F,BANNOCKBURN,
CHARLIE ,DOG ,LABRADOR ,GOLD ,M,BANNOCKBURN,
CHESTER ,DOG ,DACHSHUND ,BLACK TAN ,M,BANNOCKBURN,
MAGGIE ,DOG ,DACHSHUND ,TAN AND RED ,F,BANNOCKBURN,
FREDDY ,CAT ,CAT ,BLACK AND WHITE ,M,BANNOCKBURN,
HAMISH ,DOG ,GOLDEN RETRIEVER ,GOLD ,M,BANNOCKBURN,
MURRAY ,DOG ,GOLDEN RETRIEVER ,WHITE ,M,BANNOCKBURN,
LUCY ,DOG ,CAVALIER KING CHARLES SPANIEL ,RUBY ,F,BANNOCKBURN,
LILY ,DOG ,MINIATURE FOX TERRIER ,TAN/WHITE ,F,BANNOCKBURN,
KIRRA ,DOG ,JACK RUSSELL TERRIER ,TAN/WHITE ,F,BANNOCKBURN,
COCO ,DOG ,LABRADOR ,BLACK ,F,BANNOCKBURN,
BELLA ,DOG ,LABRADOR X ,BLACK/BEIGE ,F,MEREDITH,
PEDRO ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,M,NAPOLEONS,
DIESEL ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE & WHITE ,M,TEESDALE,
PATCH ,DOG ,COCKER SPANIEL ,GOLDEN ,M,ROSS CREEK,
TOBY ,DOG ,KELPIE ,FAWN ,M,MEREDITH,
RUFUS ,DOG ,KELPIE X ,GREY AND WHITE ,M,LETHBRIDGE,
MYSTIQUE ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE WHITE ,F,LETHBRIDGE,
ALLY ,DOG ,BORDER COLLIE ,CHOCOLATE/WHITE ,F,LETHBRIDGE,
PEPPER ,DOG ,WHIPPET ,GREY ,F,LETHBRIDGE,
JESSABEL ,DOG ,JACK RUSSELL TERRIER ,BLACK & WHITE ,F,LETHBRIDGE,
HUGO ,DOG ,GOLDEN RETRIEVER ,GOLD ,M,LETHBRIDGE,
CHILLI ,DOG ,RED HEELER ,RED & WHITE ,F,CAMBRIAN HILL,
MAGGIE ,DOG ,SCOTTISH TERRIER ,BLACK ,F,TEESDALE,
JACKSON ,DOG ,GOLDEN RETRIEVER ,GOLDEN ,M,BANNOCKBURN,
KARA ,DOG ,BORDER COLLIE X ,BLACK ,F,BANNOCKBURN,
HOLLY ,DOG ,BOXER ,BRINDLE/WHITE ,F,BATESFORD,
KIRRIP ,DOG ,KELPIE X ,"RED, BROWN ",M,DURDIDWARRAH,
JEMMA ,DOG ,KELPIE ,BLACK AND TAN ,F,TEESDALE,
SAM ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,M,TEESDALE,
BARON ,DOG ,KELPIE ,RED ,M,TEESDALE,
DEEZAL ,DOG ,KELPIE X ,BLACK ,M,TEESDALE,
CALCY ,CAT ,TONKINESE ,WHITE ,F,TEESDALE,
DUCKY ,DOG ,CAVALIER KING CHARLES SPANIEL ,TRI ,F,TEESDALE,
DONUTS ,DOG ,CAVALIER KING CHARLES SPANIEL ,TRI ,F,TEESDALE,
BULLET ,DOG ,STAGHOUND ,FAWN AND BLACK ,F,TEESDALE,
ICE ,DOG ,STAGHOUND ,WHITE ,F,TEESDALE,
SPENCER ,DOG ,KELPIE ,BLACK AND TAN ,M,TEESDALE,
PANDA ,DOG ,SIBERIAN HUSKY ,BLACK & WHITE ,M,ROSS CREEK,
WILLOW ,DOG ,SIBERIAN HUSKY ,GREY AND WHITE ,F,ROSS CREEK,
POLAR ,DOG ,SIBERIAN HUSKY ,WHITE/ BLACK DOTS ,M,ROSS CREEK,
SMUDGE ,DOG ,SIBERIAN HUSKY ,GREY AND WHITE ,M,ROSS CREEK,
LYRIK ,DOG ,SIBERIAN HUSKY ,BLACK AND WHITE ,F,ROSS CREEK,
ALASKA ,DOG ,SIBERIAN HUSKY ,BLACK/WHITE ,F,ROSS CREEK,
DAISY MAE ,DOG ,HUSKY ,CREAM ,F,ROSS CREEK,
CHOBE ,DOG ,LABRADOR ,BLACK ,M,BATESFORD,
DOG ,DOG ,GOLDEN RETRIEVER ,GOLD ,F,BATESFORD,
BRONSON ,DOG ,STAFFORDSHIRE BULL TERRIER ,TAN ,M,ROSS CREEK,
CLEA ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE ,F,ROSS CREEK,
BELLA ,DOG ,BULL TERRIER ,BLACK AND WHITE ,F,MAUDE,
DIESEL ,DOG ,LABRADOR ,BLACK ,M,TEESDALE,
HOLLEE ,DOG ,LABRADOR ,CHOCOLATE ,F,TEESDALE,
JESSIE ,DOG ,BEAGLE ,WHITE AND BROWN ,F,ROSS CREEK,
APRIL ,DOG ,Labradoodle ,BLACK ,F,CAMBRIAN HILL,
PONGO ,DOG ,DALMATIAN ,BLACK AND WHITE ,M,CAMBRIAN HILL,
ALLY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,CAMBRIAN HILL,
GEMMA ,DOG ,MALT./SHIH TZU X ,TRICOLOR ,F,CAMBRIAN HILL,
SIMBA ,DOG ,HUSKY ,WOLF GREY ,F,HADDON,
ALCO ,DOG ,AMERICAN STAFFORDSHIRE TERRIER,RED ,F,BANNOCKBURN,
MAX ,DOG ,JACK RUSSELL X ,TAN & WHITE ,M,HADDON,
RILEY ,DOG ,POINTER X ,CHOC / WHITE ,M,CAMBRIAN HILL,
DIESEL ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,CAMBRIAN HILL,
TARA ,DOG ,GERMAN SHEPHERD ,SABLE ,F,BANNOCKBURN,
MISSIE ,DOG ,SPANIEL X POODLE ,CREAM & BROWN ,F,BANNOCKBURN,
GEORGE ,DOG ,COCKER SPANIEL ,BLACK & WHITE ,M,NAPOLEONS,
PUP PUP ,DOG ,JACK RUSSELL TERRIER ,TAN AND WHITE ,F,BANNOCKBURN,
BUDDY ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,BANNOCKBURN,
BUDDY ,DOG ,LABRADOR ,GOLDEN ,M,BANNOCKBURN,
GUS ,DOG ,LABRADOR ,GOLDEN ,M,BANNOCKBURN,
JAKE ,DOG ,JACK RUSSELL TERRIER ,TAN & WHITE ,M,BANNOCKBURN,
SIMBA ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,M,BANNOCKBURN,
HARLEY ,DOG ,ENGLISH MASTIFF ,BRINDLE ,M,TEESDALE,
LUCY ,DOG ,CAVOODLE ,BLACK ,F,SCARSDALE,
MILAH ,DOG ,HUSKY ,BLACK & WHITE ,F,BANNOCKBURN,
PEPPA ,DOG ,GERMAN SHEPHERD ,BLACK AND GOLD ,F,INVERLEIGH,
SASHA ,DOG ,KELPIE ,BROWN & WHITE ,F,NEWTOWN,
DRAKO ,DOG ,Labradoodle ,BLACK ,M,STEIGLITZ,
CHAOS ,DOG ,GREAT DANE X ,GOLD ,F,STEIGLITZ,
BABS ,DOG ,FOX TERRIER ,BLACK & WHITE ,F,BANNOCKBURN,
PIPPA ,DOG ,MINI PINSCHER ,TAN ,F,TEESDALE,
BOOZER ,DOG ,JACK RUSSELL TERRIER ,WHITE/BROWN ,M,TEESDALE,
MILLIE ,DOG ,GREAT DANE ,BRINDLE ,F,TEESDALE,
SALLY ,DOG ,GOLDEN RETRIEVER ,GOLD ,F,TEESDALE,
DEXTER ,DOG ,WHIPPET ,BLACK/WHITE ,M,TEESDALE,
JINX ,CAT ,RAG DOLL CAT ,BLUE POINT ,F,TEESDALE,
INDAWAY ,DOG ,KOOLIE ,MERLE ,F,BANNOCKBURN,
CRUZE ,DOG ,BORDER COLLIE ,BROWN AND WHITE ,M,BANNOCKBURN,
GEORGI ,DOG ,MINIATURE FOX TERRIER ,"BLACK, WHITE AND TAN ",F,TEESDALE,
JACQUI ,DOG ,MINIATURE FOX TERRIER ,"BLACK, WHITE AND TAN ",F,TEESDALE,
SYD ,DOG ,MINIATURE FOX TERRIER ,BLACK & WHITE ,M,BATESFORD,
MOLLY ,DOG ,GOLDEN RETRIEVER ,GOLDEN ,F,TEESDALE,
DUKE ,DOG ,GOLDEN RETRIEVER ,GOLDEN ,M,TEESDALE,
ZOE ,DOG ,MALT./SHIH TZU X ,BLACK/WHITE ,F,BANNOCKBURN,
PIP ,DOG ,FOX TERRIER X ,TRI COLOUR ,F,MEREDITH,
ROXY ,DOG ,BORDER COLLIE X ,BLACK AND WHITE ,F,MEREDITH,
HUTCHIE ,DOG ,POODLE X ,WHITE ,M,BATESFORD,
BRUTUS ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,LETHBRIDGE,
PIXIE ,DOG ,DALMATIAN ,WHITE/BROWN SPOTS ,F,LETHBRIDGE,
BOZ ,DOG ,KELPIE ,RED ,M,HADDON,
JEZZA ,DOG ,KELPIE ,BLACK/TAN ,F,LETHBRIDGE,
MUDDY ,DOG ,LABRADOR ,CHOCOLATE ,F,MOUNT MERCER,
BOOTS ,DOG ,BORDER COLLIE ,BLACK/WHITE ,M,DURHAM LEAD,
HUNNI ,DOG ,MALT./SHIH TZU X ,WHITE ,F,BANNOCKBURN,
BRANDY ,DOG ,MALT./SHIH TZU X ,WHITE ,F,BANNOCKBURN,
REGGIE ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE ,M,BATESFORD,
CHARLIE ,DOG ,JACK RUSSELL TERRIER ,WHITE AND TAN ,M,CAMBRIAN HILL,
DIESEL ,DOG ,BULLDOG ,WHITE AND TAN ,M,CAMBRIAN HILL,
LOLA ,DOG ,JACK RUSSELL TERRIER ,WHITE AND TAN ,F,CAMBRIAN HILL,
JASMINE ,DOG ,MALT./SHIH TZU X ,BLACK & WHITE ,F,BANNOCKBURN,
BITZA ,DOG ,MALTESE ,BLACK/TAN ,M,BANNOCKBURN,
DON ,DOG ,DACHSHUND ,BLACK/TAN ,M,BANNOCKBURN,
DIXIE ,DOG ,DACHSHUND ,SHADED RED ,F,BANNOCKBURN,
ANNIE ,DOG ,CAIRN TERRIER ,TAN & WHITE ,F,TEESDALE,
COCO ,DOG ,COCKER SPANIEL ,GOLDEN ,F,TEESDALE,
MABLE ,CAT ,RAG DOLL CAT ,CHOCOLATE POINT ,F,CAMBRIAN HILL,
FREYA ,DOG ,GERMAN SHEPHERD X ,BLACK AND TAN ,F,CAMBRIAN HILL,
MONTY ,CAT ,BIRMAN ,CHOCOLATE POINT ,M,CAMBRIAN HILL,
CHELSEA ,DOG ,SPANIEL ,TAN ,F,TEESDALE,
SYLVESTER ,CAT ,DOMESTIC SHORT HAIR ,TABBY/WHITE ,M,BATESFORD,
JENNA ,DOG ,AUSTRALIAN BULLDOG ,WHITE ,F,SCARSDALE,
PIRATE ,CAT ,TABBY ,TABBY ,M,BANNOCKBURN,
GRACE ,DOG ,GREAT DANE ,BLACK AND WHITE ,F,BANNOCKBURN,
ALI ,CAT ,TABBY ,TABBY ,F,BANNOCKBURN,
BUDDY ,DOG ,LABRADOR X ,GOLD ,M,SHELFORD,
TIGGER ,CAT ,TABBY ,TORTISHELL ,M,SHELFORD,
COOPER ,DOG ,MALT./SHIH TZU X ,WHITE ,M,BATESFORD,
JASPER ,DOG ,MALT./SHIH TZU X ,WHITE ,M,BATESFORD,
SPENCER ,DOG ,JACK RUSSELL TERRIER ,BLACK/WHITE ,M,TEESDALE,
ASH ,CAT ,DOMESTIC SHORT HAIR ,GREY ,M,TEESDALE,
LILLY ,DOG ,BLUE HEELER ,BLUE ,F,BATESFORD,
SASSI ,DOG ,MALT./SHIH TZU X ,FAWN ,F,BATESFORD,
SHELBY ,DOG ,POMERANIAN ,TAN ,M,TEESDALE,
LARA ,DOG ,SWEDISH VALLHUND ,BLACK/SILVER ,F,TEESDALE,
RETA ,DOG ,KELPIE ,RED AND TAN ,F,ROKEWOOD,
LUCY ,DOG ,KELPIE ,BLACK AND TAN ,F,ROKEWOOD,
BUDDY ,DOG ,JACK RUSSELL TERRIER ,TAN/WHITE ,M,ROKEWOOD,
BEN ,DOG ,KELPIE ,BLACK.TAN ,M,ROKEWOOD,
SAM ,DOG ,KELPIE ,BLACK AND TAN ,M,ROKEWOOD,
TESS ,DOG ,JACK RUSSELL TERRIER ,WHITE BLACK & BROWN ,F,BANNOCKBURN,
HENRY ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,M,BANNOCKBURN,
MAGGIE ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,NEWTOWN,
GUS ,DOG ,BORDER COLLIE ,WHEATEN & WHITE ,M,BATESFORD,
FLETCHER ,DOG ,CHINESE HAIRLESS CRESTED ,SLATE/SABLE ,M,ROSS CREEK,
JANI ,DOG ,GERMAN SHORTHAIRED POINTER ,LIVER/WHITE ,M,ROSS CREEK,
MISHA ,CAT ,DOMESTIC LONG HAIR ,GINGER ,F,ROSS CREEK,
APACHE ,DOG ,LABRADOR ,BLACK ,F,BATESFORD,
BANJO ,DOG ,AUSTRALIAN CATTLE DOG ,BLUE BLACK AND TAN ,M,CAPE CLEAR,
BONNIE ,DOG ,AUSTRALIAN CATTLE DOG ,BLUE W/ BLACK & TAN MARK ,F,CAPE CLEAR,
PAGAN ,DOG ,CATTLE DOG ,BLUE ,M,CAPE CLEAR,
LADY ,DOG ,AUSTRALIAN CATTLE DOG ,"BLUE, BLACK, TAN ",F,CAPE CLEAR,
CHARLIE ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,M,DEREEL,
GUS ,DOG ,KELPIE ,BLACK & TAN ,M,DEREEL,
FREIGHT ,DOG ,KELPIE ,BLACK/TAN ,M,DEREEL,
JESS ,CAT ,DOMESTIC SHORT HAIR ,TORTIOSESHELL ,F,DEREEL,
DALLAS ,DOG ,KELPIE X ,GOLD ,M,HADDON,
CHLOE ,DOG ,KELPIE X ,BLACK & TAN ,F,HADDON,
DAISY ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLACK BRINDLE ,F,BANNOCKBURN,
FLOYD ,DOG ,CATTLE DOG ,BLUE ,M,LETHBRIDGE,
RINGO ,DOG ,BORDER COLLIE ,RED & WHITE ,M,LETHBRIDGE,
MALI ,DOG ,WELSH CORGI ,"BLACK, WHITE, BRINDLE ",F,CAMBRIAN HILL,
RATTIE ,DOG ,FOX TERRIER X ,WHITE/TAN ,F,CAMBRIAN HILL,
MILLY ,DOG ,LABRADOR ,CREAM ,F,BANNOCKBURN,
HOOTER ,DOG ,JACK RUSSELL TERRIER ,BROWN & WHITE ,M,BANNOCKBURN,
SAGE ,CAT ,DOMESTIC SHORT HAIR ,GREY AND WHITE ,F,TEESDALE,
COBY ,DOG ,LABRADOR ,GOLD ,M,TEESDALE,
INDY ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,M,TEESDALE,
ROSCO ,DOG ,JACK RUSSELL X ,GREY AND WHITE ,M,TEESDALE,
ANNIE BELLE ARBOR ,DOG ,BOXER ,RED AND WHITE ,F,TEESDALE,
KASH ,DOG ,GERMAN SHEPHERD ,BLACK AND TAN ,M,TEESDALE,
RUSTY ,DOG ,KELPIE ,TWO TONE TAN ,M,BANNOCKBURN,
HENRY ,DOG ,POODLE X ,WHITE ,M,BANNOCKBURN,
DEE ,DOG ,LABRADOR X ,BLACK AND WHITE ,F,BANNOCKBURN,
OSCAR ,DOG ,MALT./SHIH TZU X ,BLACK & WHITE ,M,BANNOCKBURN,
PADDY ,CAT ,TONKINESE ,TAN ,M,BANNOCKBURN,
BECKY ,DOG ,MALT./SHIH TZU X ,WHITE ,F,BANNOCKBURN,
MIA ,DOG ,BEAGLE ,BRINDLE & BROWN ,F,BANNOCKBURN,
LOVIE ,DOG ,BORDER COLLIE ,BLACK/WHITE ,M,LINTON,
INDI ,DOG ,WEIMARANER ,SILVER & GREY ,F,TEESDALE,
JIMMY ,DOG ,LABRADOR X ,BLACK ,M,INVERLEIGH,
SPOT ,DOG ,KELPIE ,DARK BROWN AND WHITE SPOT,M,CAPE CLEAR,
BOOF ,DOG ,KELPIE ,MID AND LIGHT BROWN ,M,CAPE CLEAR,
BAILEY ,DOG ,KELPIE ,BLACK/TAN ,F,CAPE CLEAR,
PENNY ,DOG ,KELPIE X ,BLACK WITH WHITE BLAZE ,F,CAPE CLEAR,
MYFANWY ,DOG ,MALT./SHIH TZU X ,TRI COLOUR ,F,CAMBRIAN HILL,
BELLA ,DOG ,MALTESE TERRIER X ,BLACK & WHITE ,F,CAMBRIAN HILL,
QT ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,DEREEL,
OSCAR ,CAT ,DOMESTIC LONG HAIR ,TABBY/WHITE ,M,HADDON,
MAX ,DOG ,LABRADOR X ,GOLD ,M,HADDON,
GINGER ,CAT ,DOMESTIC SHORT HAIR ,GINGER & WHITE ,M,HADDON,
RANI ,DOG ,POMERANIAN ,TAN ,M,HADDON,
MIESHA ,DOG ,FOX TERRIER ,WHITE TAN/BLACK ,F,HADDON,
BENJI ,DOG ,OLD ENGLISH SHEEPDOG ,WHITE/GREY ,M,HADDON,
HONEY ,DOG ,BICHON FRISE ,WHITE ,F,HADDON,
OSCAR ,DOG ,MALTESE ,CREAM ,M,BANNOCKBURN,
BONNIE ,CAT ,DOMESTIC LONG HAIR ,BLACK AND WHITE ,F,BANNOCKBURN,
MISSY ,DOG ,FOX TERRIER X JACK RUSSELL ,WHITE WITH BLACK SPOTS ,F,BANNOCKBURN,
FLUFFY ,CAT ,DOMESTIC LONG HAIR ,GINGER AND WHITE ,M,BANNOCKBURN,
PIPER ,DOG ,BULLDOG ,BRINDLE ,F,TEESDALE,
JAX ,DOG ,ENGLISH STAFFY ,BLUE ,M,TEESDALE,
ISSEY ,DOG ,CAVOODLE ,GOLD ,F,TEESDALE,
EDDIE ,DOG ,KELPIE X ,BLACK/TAN ,M,LINTON,
REUBEN ,DOG ,BORDER COLLIE ,TRI COLOUR ,M,BANNOCKBURN,
BENTLEIGH ,DOG ,ROTTWEILER ,BLACK/TAN ,M,BANNOCKBURN,
DEL ,DOG ,ROTTWEILER ,BLACK & TAN ,F,BANNOCKBURN,
MILA ,DOG ,COOLIE ,BROWN AND WHITE ,F,BANNOCKBURN,
ZADA ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,F,BANNOCKBURN,
MISHA ,DOG ,POODLE X ,BLACK.TAN ,F,BANNOCKBURN,
GUS ,DOG ,BORDER COLLIE X ,TAN ,M,BANNOCKBURN,
MILLY ,DOG ,MALTESE TERRIER X ,TAN ,F,GHERINGHAP,
MURRAY ,DOG ,BORDER COLLIE ,BLACK WHITE ,M,GHERINGHAP,
TAC ,DOG ,DOBERMAN ,BLACK AND TAN ,M,BANNOCKBURN,
HAROLD ,DOG ,GOLDEN RETRIEVER ,GOLD ,M,HADDON,
CYRIL ,CAT ,DOMESTIC SHORT HAIR ,TORTOISESHELL ,F,BANNOCKBURN,
CHELSEA ,CAT ,DOMESTIC LONG HAIR ,BLACK AND WHITE ,F,BANNOCKBURN,
PHEOBE ,DOG ,SCHNAUZER ,GREY ,F,INVERLEIGH,
LUCY ,DOG ,SCHNAUZER ,SALT & PEPPER ,F,INVERLEIGH,
POLAR ,DOG ,SCHNAUZER ,WHITE ,M,INVERLEIGH,
OSKAR ,DOG ,SCHNAUZER ,GREY ,M,INVERLEIGH,
ROSIE ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,GHERINGHAP,
PEPPER ,DOG ,LABRADOR ,BLACK ,F,BANNOCKBURN,
IVY ,DOG ,KELPIE ,BLACK & TAN ,F,BANNOCKBURN,
MOLLY ,DOG ,MALTESE ,WHITE AND TAN ,F,BANNOCKBURN,
RUFUS ,DOG ,STAGHOUND ,GREY & BLACK ,M,BERRINGA,
BRANDI ,DOG ,AKITA ,FAWN/BLACK/WHITE ,F,BERRINGA,
PUDGE ,DOG ,ENGLISH STAFFY ,BLUE BRINDLE ,M,BANNOCKBURN,
SKYE ,DOG ,BORDER COLLIE ,CARAMEL AND WHITE ,F,BANNOCKBURN,
BOB ,DOG ,TERRIER CROSS ,GREY WHITE ,M,BANNOCKBURN,
LEROY ,DOG ,GOLDEN RETRIEVER ,TAN ,M,BANNOCKBURN,
BUSTER ,DOG ,JACK RUSSELL X ,TAN & WHITE ,M,BANNOCKBURN,
SHIFTY ,DOG ,ENGLISH STAFFY ,BROWN/WHITE ,M,HADDON,
BAXTER ,DOG ,AUSTRALIAN CATTLE DOG ,RED ,M,BANNOCKBURN,
DIESEL ,DOG ,JACK RUSSELL TERRIER ,"TAN, BLACK AND WHITE ",M,BANNOCKBURN,
AXEL ,DOG ,SHITZHU X ,BROWN/TAN ,M,BANNOCKBURN,
BELLA ,DOG ,LABRADOR ,GOLD ,F,ROSS CREEK,
BONNIE ,DOG ,LABRADOR X ,BROWN TAN ,F,ROSS CREEK,
HUNNEE ,DOG ,SHIH TZU ,CREAM ,F,MAUDE,
OCKI ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,M,SUTHERLANDS CREEK,
JOJO ,DOG ,JACK RUSSELL TERRIER ,BLACK AND WHITE ,M,ROKEWOOD,
MAX ,DOG ,JACK RUSSELL X ,TAN AND WHITE ,M,ROKEWOOD,
JACK ,DOG ,BOXER ,WHITE ,M,LETHBRIDGE,
JAMIE ,DOG ,BOXER ,BRINDLE ,F,LETHBRIDGE,
ALI ,DOG ,BOXER ,RED ,M,BANNOCKBURN,
LAYLA ,DOG ,BOXER ,RED ,F,BANNOCKBURN,
NACHO ,DOG ,LABRADOR X ,GOLDEN ,F,BANNOCKBURN,
POOCH ,DOG ,POMERANIAN ,CREAM ,M,BANNOCKBURN,
CHELSEA ,DOG ,BORDER COLLIE ,BLACK/WHITE ,F,BANNOCKBURN,
CHEEKO ,DOG ,LABRADOR X ,BLACK ,M,LETHBRIDGE,
XENA ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE/ WHITE ,F,LETHBRIDGE,
CHARLIE ,DOG ,BORDER COLLIE ,BLACK & GREY ,M,BANNOCKBURN,
COBY ,DOG ,JACK RUSSELL TERRIER ,TRI COLOUR ,M,BANNOCKBURN,
TINK ,CAT ,DOMESTIC SHORT HAIR ,TORTISHELL ,F,BANNOCKBURN,
CHEEKY ,CAT ,DOMESTIC SHORT HAIR ,TORTOISE ,F,INVERLEIGH,
PUSS ,CAT ,DOMESTIC SHORT HAIR ,GREY ,F,INVERLEIGH,
JIM ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,M,LETHBRIDGE,
STELLA ,DOG ,AUSTRALIAN BULLDOG ,RED & WHITE ,F,SMYTHES CREEK,
MIXY ,CAT ,TABBY ,TABBY ,F,BANNOCKBURN,
ROSITA ,DOG ,JACK RUSSELL X ,TRI COLOUR ,F,BANNOCKBURN,
JESTER ,CAT ,DOMESTIC SHORT HAIR ,WHITE ,M,BANNOCKBURN,
STORM ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,F,CAMBRIAN HILL,
WENDY ,CAT ,DOMESTIC SHORT HAIR ,GREY ,F,CAMBRIAN HILL,
HARVEY ,DOG ,MINIATURE FOX TERRIER ,WHITE BLACK AND TAN ,M,BANNOCKBURN,
DAISY ,DOG ,LABRADOR ,BLACK ,F,TEESDALE,
SIMBA ,DOG ,LABRADOR ,GOLD ,F,BATESFORD,
SAM ,DOG ,COCKER SPANIEL ,GOLD ,M,SMYTHES CREEK,
BAXTER ,CAT ,DOMESTIC SHORT HAIR ,WHITE/BLACK ,M,SMYTHES CREEK,
ABBEY ,DOG ,GERMAN SHORTHAIRED POINTER ,BROWN ,F,BANNOCKBURN,
NELSON ,DOG ,RHODESIAN RIDGEBACK ,TAN AND BLACK ,M,BANNOCKBURN,
STEGGLES ,DOG ,FOX TERRIER X JACK RUSSELL ,WHITE AND BROWN ,M,SMYTHESDALE,
STEAMBOAT ,DOG ,LABRADOR X ,BLACK ,M,SMYTHESDALE,
INDIANNA ,DOG ,DALMATIAN ,BLACK AND WHITE ,F,LETHBRIDGE,
EDDIE ,DOG ,KELPIE X ,BROWN ,M,HADDON,
NELSON ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE ,M,HADDON,
OSCAR ,CAT ,DOMESTIC LONG HAIR ,GINGER ,M,HADDON,
JACKIE ,DOG ,JACK RUSSELL X ,WHITE/TAN ,F,ROSS CREEK,
TORI ,DOG ,WHIPPET ,BLUE BRINDLE ,F,LETHBRIDGE,
ESMERALDA ,DOG ,BULLDOG ,WHITE TAN & BLACK ,F,TEESDALE,
ZOE ,DOG ,PUG ,FAWN AND BLACK ,F,BANNOCKBURN,
TASH ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE ,F,BANNOCKBURN,
ROSIE ,DOG ,AUSTRALIAN TERRIER X ,BROWN ,F,BANNOCKBURN,
JETT ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLACK & WHITE ,M,BANNOCKBURN,
HEIDI ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,BANNOCKBURN,
FINN ,CAT ,DOMESTIC LONG HAIR ,TABBY ,M,BANNOCKBURN,
BOOTS ,DOG ,BORDER COLLIE X ,BLACK/WHITE ,M,MEREDITH,
CHARLIE ,DOG ,LABRADOR ,CHOCOLATE ,M,HADDON,
CHELSEA ,DOG ,KELPIE ,BLACK ,F,HADDON,
RUBEN ,DOG ,BULLDOG ,RED ,M,BANNOCKBURN,
MAX ,DOG ,SIBERIAN HUSKY ,WHITE ,M,BANNOCKBURN,
PUSS PUSS ,CAT ,TABBY ,BROWN/ BLACK ,M,BANNOCKBURN,
TONKA ,DOG ,BORDER COLLIE X ,BLACK & WHITE ,M,HADDON,
RASTUS ,DOG ,SMITHFIELD ,BLACK & LIGHT BROWN ,M,SMYTHESDALE,
RITA ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,F,TEESDALE,
TONKA ,DOG ,ENGLISH STAFFY ,BLACK AND WHITE ,M,TEESDALE,
