name,animaltype,breed,colour,sex,suburb,AgeYears,blank
PoPo,D         ,MALTESEX  ,BlackTan  ,F,CURRIMUNDI,7,
Ijay,D         ,MALAMUTEA ,Tan       ,F,DOONAN,9,
Chico,D         ,PORTWATER ,BlackWhite,M,ROSEMOUNT,8,
Ebonee,Cat       ,DOMSH     ,Black     ,F,NAMBOUR,7,
Molly,Cat       ,DOMMH     ,GreyWhite ,F,BURNSIDE,11,
Maeve,Cat       ,DOMMH     ,Brown     ,F,BURNSIDE,11,
Jacky,D         ,FOXTERRIE ,TriColour ,M,NAMBOUR,9,
Jessie,D         ,FOXTERRIEX,Black     ,F,MAROOCHYDORE,8,
Venus,D         ,KELPIEAUS ,Black     ,F,SIPPY DOWNS,9,
Oscar,Cat       ,DOMSH     ,WhiteGing ,M,YAROOMBA,13,
Lucy,D         ,MALTESE   ,BlackWhite,F,BIRTINYA,7,
Charlee,D         ,CAVOODLE  ,WhiteTan  ,F,BUDERIM,8,
Billy,Cat       ,DOMSH     ,Black     ,M,BUDERIM,7,
Champ,D         ,CATDOGSTP ,Blue      ,M,BUDERIM,7,
Happy,D         ,FOXTERRMN ,WhiteGrey ,M,NAMBOUR,6,
Dana,D         ,KELPIEAUSX,BlackBlue ,F,NAMBOUR,8,
Neo,Cat       ,DOMSH     ,Black     ,M,LITTLE MOUNTAIN,8,
Georgie,D         ,DACHSHSHMX,Tan       ,F,CALOUNDRA WEST,7,
Miss Mavie,D         ,GROODLE   ,Red       ,F,BUDERIM,8,
Pippa,D         ,JACKRUSSLX,TriColour ,F,BUDERIM,13,
Harvey,D         ,LABRADOODL,BrownGrey ,M,KINGS BEACH,10,
Gracie,D         ,STAFFRDBT ,BlackWhite,F,NORTH MALENY,8,
Priscilla,D         ,SHIHTZUX  ,BlackWhite,F,MOOLOOLAH VALLEY,15,
Ruby,D         ,STAFFRDAM ,Blue      ,F,SIPPY DOWNS,6,
Gypsy,D         ,SHIHTZUX  ,White     ,F,BUDERIM,9,
Tor,D         ,GERMNSHEP ,BlackTan  ,M,MOOLOOLABA,7,
Meisha,D         ,STAFFRDAM ,Blue      ,F,GOLDEN BEACH,7,
Lilli,D         ,MALTESE   ,Cream     ,F,SIPPY DOWNS,7,
Ralph,D         ,SPANIELTBX,Black     ,M,MAROOCHYDORE,7,
BELLA,D         ,MIXED     ,Black     ,F,BUDDINA,7,
Havok,D         ,STAFFRDBT ,BrindlWhit,M,BEERWAH,10,
Ryder,D         ,RETRIEVGDX,Wheaten   ,M,CALOUNDRA WEST,7,
Lucas,D         ,COLLIEX   ,BlackWhite,M,KUREELPA,7,
Duchess,D         ,STAFFRDBT ,Black     ,F,WURTULLA,14,
Ben,D         ,CHIHUAHMNX,Tan       ,M,COES CREEK,7,
Uki Xander,Cat       ,RUSSIANBL ,Blue      ,M,BUDERIM,11,
Bear,D         ,TERRIERTN ,Black     ,M,YANDINA,12,
Banjo,D         ,TERRIERSIX,White     ,M,YANDINA,12,
George,D         ,GERMNSHEPX,BlackTan  ,M,EUMUNDI,15,
Blu,D         ,LABRADORX ,Tan       ,M,EUMUNDI,15,
Demi,D         ,POMERANIA ,Fawn      ,F,MALENY,10,
Gus,D         ,SCHNOODLE ,BlackWhite,M,PEREGIAN SPRINGS,7,
Pippa,D         ,RETRIEVGD ,Black     ,F,YANDINA CREEK,9,
Lolly,D         ,STAFFRDBT ,Black     ,F,LITTLE MOUNTAIN,8,
Kloe,D         ,LABRADORX ,Black     ,F,PALMVIEW,7,
Rocco,D         ,MASTIFFX  ,Brindle   ,M,MALENY,9,
Obi,D         ,KELPIEAUS ,Brown     ,M,CURRAMORE,7,
Sadie,Cat       ,DOMMH     ,BrownBrin ,F,BIRTINYA,7,
Millie,D         ,COLLBORDR ,BlackWhite,F,CURRIMUNDI,7,
Immogen,D         ,POINTRGSH ,Brown     ,F,CALOUNDRA WEST,7,
Double,D         ,GREYHOUND ,Blue      ,F,BEERWAH,10,
Derrick,D         ,RETRIEVGD ,Gold      ,M,KULUIN,8,
Mitch,D         ,SPANIELCK ,Roan      ,M,,9,
Maggie,D         ,SHIHTZU   ,BlackWhite,F,BUDERIM,7,
Eddie,D         ,SPANIELCK ,Black     ,M,PACIFIC PARADISE,7,
Royce,D         ,ENGLISHBT ,Tan       ,M,WOOMBYE,10,
Matilda,Cat       ,DOMSH     ,GreyWhite ,F,CONONDALE,13,
Ally,D         ,HEELER    ,BlueBlackT,F,WURTULLA,7,
Tara,D         ,STAFFRDAMX,BrownBrin ,F,WURTULLA,7,
Simba,Cat       ,TABBY     ,Ginger    ,M,MOUNTAIN CREEK,11,
Princess,D         ,POODLE    ,Black     ,F,BUDERIM,9,
Zahla,D         ,MASTIFFX  ,BlackTan  ,F,MOUNTAIN CREEK,7,
Rafa,D         ,COLLBORDRX,BlackWhite,M,MERIDAN PLAINS,13,
Tanga,Cat       ,RAGDOLL   ,Beige     ,F,BUDERIM,7,
Ruby,D         ,BULLDOGBRX,BrindlWhit,F,MOUNT MELLUM,7,
Juno,D         ,KELPIEAUSX,Black     ,F,COES CREEK,7,
Buddy,D         ,LABRADORX ,Black     ,M,NAMBOUR,13,
Winston Hannan,D         ,BULLDOGBR ,RedWhite  ,M,MUDJIMBA,7,
Jack,D         ,KELPIEAUSX,Black     ,M,CALOUNDRA WEST,13,
Sailor,D         ,CATDOGSTP ,Red       ,M,YANDINA,8,
Buddy,D         ,BOXER     ,Brown     ,M,YANDINA,9,
Chilli,D         ,COLLBORDR ,Wheaten   ,M,MAROOCHYDORE,12,
Basil,Cat       ,DOMSH     ,Tabby     ,M,MAROOCHYDORE,8,
Spud,D         ,COLLBORDR ,BlackWhite,M,KUREELPA,7,
Pippa,D         ,GROODLE   ,White     ,F,BUDDINA,7,
Bailey,D         ,DALMATIAN ,WhiteBrown,F,BLI BLI,7,
Chad,Cat       ,DOMSH     ,Charcoal  ,M,CURRIMUNDI,9,
Dexter,D         ,RIDGEBACKX,Tan       ,M,CURRIMUNDI,9,
Emma,D         ,BULLARABX ,BlackWhite,F,LITTLE MOUNTAIN,13,
Flick,Cat       ,DOMSH     ,Ginger    ,F,DIDDILLIBAH,12,
Bess,Cat       ,DOMSH     ,Tortoise  ,F,DIDDILLIBAH,12,
Danny,D         ,CAVOODLE  ,Black     ,M,CALOUNDRA WEST,7,
Nyx,Cat       ,RAGDOLL   ,White     ,F,CALOUNDRA WEST,8,
Bunji,D         ,CATTLEDOG ,Blue      ,F,BURNSIDE,7,
Rusty,Cat       ,BURMESE   ,Red       ,M,MAROOCHYDORE,7,
Shamu,D         ,BULLDOGFR ,BlackWhite,M,LITTLE MOUNTAIN,9,
Tilly,D         ,CATTLEDOG ,BlueRoan  ,F,YANDINA,11,
Luke,D         ,JACKRUSSLX,BlackWhite,M,MOUNTAIN CREEK,17,
Tobie,D         ,LABRADORX ,Tan       ,M,PELICAN WATERS,12,
Soo,D         ,POODLE    ,Black     ,F,MOUNT COOLUM,7,
Shadow,D         ,GERMNSHEP ,BlackTan  ,M,KINGS BEACH,7,
Atlas,D         ,PINSCHRMN ,Red       ,M,MAROOCHYDORE,9,
Ralph,D         ,BEAGLE    ,TriColour ,M,BUDERIM,7,
Milo,D         ,LABRADOR  ,Brown     ,F,PEACHESTER,14,
Britney,Cat       ,DOMSH     ,Tortoise  ,F,BEERWAH,8,
Cleo,Cat       ,BURMESE   ,Chocolate ,F,PALMVIEW,8,
Leo,D         ,AUST. SHEP,TriColour ,M,NINDERRY,7,
Carlton,Cat       ,DOMSH     ,Ginger    ,M,MOOLOOLABA,7,
Indie,D         ,JACKRUSSL ,WhiteTan  ,F,WARANA,10,
Zumi Travers,D         ,JACKRUSSL ,WhiteBlakT,F,DOONAN,9,
Moko,D         ,SHIHTZU   ,Black     ,M,LANDSBOROUGH,17,
Apollo,D         ,PUG       ,Fawn      ,M,BURNSIDE,7,
Murphy,D         ,COLLBORDR ,Wheaten   ,M,BUDERIM,7,
Archie,Cat       ,TABBY     ,BlackGrey ,M,NAMBOUR,8,
Allie,D         ,STAFFRDAM ,RedWhite  ,F,BUDDINA,7,
Wasabi,D         ,RETRIEVGD ,GoldWhite ,M,MOUNTAIN CREEK,7,
Turbo,D         ,STAFFRDBTX,Tan       ,F,NORTH ARM,7,
Darcy,Cat       ,DEVON REX ,Black     ,M,NAMBOUR,12,
Chloe,D         ,KELPIEAUS ,GreyBlack ,F,PALMWOODS,12,
Penny,D         ,STAFFRDBT ,BlueTan   ,F,,7,
Banjo,D         ,STAFFRDAM ,Tan       ,F,DOONAN,7,
Snoop,D         ,WOLFHOUND ,Black     ,M,LANDSBOROUGH,11,
Hugo,D         ,COLLBORDR ,Black     ,M,BLI BLI,7,
Missy,D         ,MALTESEX  ,WhiteCream,F,BATTERY HILL,7,
Snippy,D         ,MALTESE   ,White     ,F,BEERBURRUM,7,
Opie,D         ,BULLARABX ,Brindle   ,M,CURRIMUNDI,7,
Bruno,D         ,FOXTERRMNX,WhiteBlack,M,NAMBOUR,6,
Jeffrey,Cat       ,TABBY     ,Brown     ,M,NORTH MALENY,9,
Suki,Cat       ,DOMMH     ,Tortoise  ,F,BUDERIM,6,
Daisy,D         ,GREATDANEX,Merle     ,F,EUDLO,7,
Mojo,D         ,BULLDOGFR ,TanWhite  ,M,MOUNT COOLUM,7,
Missy,D         ,SPANIELSP ,LiverWhite,F,REESVILLE,7,
Jynxx,Cat       ,DOMSH     ,White     ,M,CALOUNDRA WEST,8,
Nahli,D         ,STAFFRDBT ,Black     ,F,MAROOCHYDORE,13,
Molly,D         ,MALTESE   ,White     ,F,BARINGA,14,
Chevy,D         ,COLLBORDRX,BlackWhite,M,PELICAN WATERS,10,
Keisha,D         ,LEONGERBER,BrownBlack,F,BUDERIM,7,
Layla,D         ,STAFFRDBTX,TanWhite  ,F,NAMBOUR,6,
Bella,D         ,FOXTERRMN ,TriColour ,F,MAROOCHYDORE,7,
Toby,D         ,CAVOODLE  ,BlackWhite,M,PELICAN WATERS,6,
Haizel,Cat       ,DOMSH     ,Tortoise  ,F,FLAXTON,9,
Bruno,D         ,STAFFRDAM ,WhiteBrown,M,NAMBOUR,7,
Lilly,D         ,GERMNSHEP ,BlackGold ,F,MERIDAN PLAINS,6,
Aria,Cat       ,DOMSH     ,GoldWhite ,F,MOUNT COOLUM,8,
Ocky,D         ,CATDGSMTH ,BlackTan  ,M,EUDLO,16,
Maverick,D         ,LABRADOR  ,Blonde    ,M,BEERWAH,6,
Mindy,D         ,MALTESEX  ,WhiteGrey ,F,GOLDEN BEACH,7,
Whitnail,D         ,CATTLEDOG ,RedWhite  ,F,COOLUM BEACH,6,
Nyssa,D         ,DOBERMAN  ,BlackTan  ,F,PELICAN WATERS,6,
Paris,D         ,SPANIELCV ,Blenheim  ,F,PEACHESTER,7,
Honey Rose,D         ,MALTESE   ,White     ,F,BLI BLI,7,
Monty,D         ,MASTIFFX  ,Gold      ,M,WITTA,7,
Charlie,D         ,SPANIELCV ,Blenheim  ,M,MONTVILLE,6,
Molly,D         ,BLOODHNDX ,BlueRoan  ,F,GLASS HOUSE MOUNTAINS,12,
Tarzan,D         ,SHIHTZUX  ,BlackWhite,M,LITTLE MOUNTAIN,7,
Abbey,D         ,MOODLE    ,TriColour ,F,YANDINA,7,
Missy,D         ,PUGX      ,Fawn      ,F,YAROOMBA,14,
Elly,D         ,DACHSHSHM ,DappleGrey,F,BARINGA,7,
Destiny,D         ,CATTLEDOG ,Blue      ,F,DULONG,6,
Zoe,D         ,STAFFRDBT ,Tan       ,F,BLI BLI,7,
Cody,D         ,MALTESEX  ,WhiteApric,M,YANDINA,7,
Bella,Cat       ,RUSSIANBLX,Grey      ,F,AROONA,13,
Lily,D         ,LABRADORX ,Brown     ,F,GLASS HOUSE MOUNTAINS,6,
Fred,Cat       ,BRITSHCAT ,Blue      ,M,MAPLETON,7,
Newton,Cat       ,CAT       ,GreyWhite ,M,MAROOCHYDORE,7,
Inka,Cat       ,DOMMH     ,Black     ,F,GLASS HOUSE MOUNTAINS,6,
Tuppence,D         ,TERRIERTN ,WhiteBlakT,F,BUDERIM,6,
Boss,D         ,STAFFRDBT ,BlackWhite,M,CALOUNDRA WEST,11,
Molly,D         ,SHIHTZUX  ,White     ,F,PARREARRA,13,
Baxter,D         ,TERRIERWT ,White     ,M,BUDERIM,6,
Oliver,Cat       ,DOMSH     ,Tabby     ,M,PALMVIEW,8,
Reggie,D         ,MASTIFF   ,Brown     ,M,GLASS HOUSE MOUNTAINS,6,
Tigger,Cat       ,DOMSH     ,Tabby     ,F,NAMBOUR,14,
Louie,D         ,LABRADOR  ,Gold      ,M,PARREARRA,6,
O'Hanna,D         ,STAFFRDAM ,TanWhite  ,F,COOLUM BEACH,17,
Gypsy,D         ,JACKRUSSL ,TanWhite  ,F,NAMBOUR,12,
Ella,Cat       ,ABYSSINIAN,Unknown   ,F,NAMBOUR,8,
Miles,Cat       ,ABYSSINIAN,Unknown   ,M,NAMBOUR,8,
Icon,D         ,LABRADOR  ,Black     ,M,PEACHESTER,6,
Bella,D         ,SHIHTZUX  ,WhiteBlack,F,NIRIMBA,6,
Charlie,D         ,JACKRUSSL ,TanWhite  ,M,GOLDEN BEACH,6,
Candy,D         ,SHIHTZU   ,Cream     ,F,CALOUNDRA,14,
Mischa,D         ,MALTESEX  ,Caramel   ,F,MERIDAN PLAINS,11,
Anakin,D         ,BICHONFRSX,Black     ,M,BUDERIM,8,
Ragnar,D         ,STAFFRDAM ,Blue      ,M,PEREGIAN SPRINGS,7,
JJ,D         ,STAFFRDBTX,BrindlWhit,M,MAROOCHYDORE,7,
Bonnie,D         ,POODLETOY ,Chocolate ,F,BUDERIM,9,
Siegfried,Cat       ,DOMSH     ,Black     ,M,ROSEMOUNT,7,
Flower,Cat       ,DOMSH     ,Black     ,F,LANDSBOROUGH,6,
Ned,D         ,COLLBORDR ,Chocolate ,M,PALMVIEW,10,
Mak,D         ,RIDGEBACKX,Tan       ,M,WURTULLA,6,
Angus,D         ,TERRIERWT ,White     ,M,MOUNT COOLUM,12,
Leon,D         ,POODLETOY ,Apricot   ,M,MAPLETON,13,
Monty,D         ,KELPIEAUS ,Silver    ,M,WITTA,7,
Dot,Cat       ,DOMSH     ,Tabby     ,F,LITTLE MOUNTAIN,7,
Jessie,D         ,DALMATIAN ,WhiteBlack,F,COOLUM BEACH,14,
Conchita,D         ,CHIHUAHUA ,Fawn      ,F,BARINGA,6,
Bonny,D         ,STAFFRDBT ,RedWhite  ,F,BUDDINA,6,
Boss,D         ,STAFFRDBT ,Brindle   ,M,WOOMBYE,9,
SPIKE,D         ,WOLFHOUND ,Brindle   ,M,BEERWAH,7,
Tank,D         ,BULLARABX ,BlackWhite,M,YANDINA,8,
Henry,D         ,SPOODLE   ,Apricot   ,M,MOUNT COOLUM,7,
Banjo,D         ,BEAGLE    ,TriColour ,F,PALMWOODS,12,
Goodonya,D         ,KELPIEAUS ,Brown     ,F,LITTLE MOUNTAIN,12,
Scooby Doo,D         ,WHIPPETX  ,Black     ,M,TWIN WATERS,7,
Saf,Cat       ,DOMSH     ,Black     ,M,KUREELPA,7,
London,D         ,STAFFRDBT ,BlackBrind,M,PEREGIAN SPRINGS,7,
Jinx,Cat       ,RAGDOLL   ,SealPoint ,M,MINYAMA,8,
Summer,D         ,MALTESEX  ,WhiteTan  ,F,BUDERIM,8,
Famous,Cat       ,DOMSH     ,Black     ,F,PALMWOODS,7,
Charlie,Cat       ,TABBY     ,GreyWhite ,M,,14,
Cinta,D         ,LABRADOR  ,Black     ,F,NAMBOUR,8,
Darcy,Cat       ,DOMMH     ,Tabby     ,M,BURNSIDE,14,
Scarlet,Cat       ,DOMSH     ,Black     ,F,BURNSIDE,9,
Ruby,D         ,BULLMASTF ,Tan       ,F,AROONA,7,
Coco,D         ,LABRADORX ,Brown     ,F,MERIDAN PLAINS,9,
Zac,D         ,KELPIEAUS ,Blonde    ,M,BURNSIDE,7,
Thor,D         ,LABRADOODL,Gold      ,M,WEST WOOMBYE,7,
Vixen,D         ,STAFFRDAM ,Tan       ,F,MOOLOOLAH VALLEY,7,
Pepe,D         ,POODLE    ,Black     ,F,ALEXANDRA HEADLAND,12,
Kaiber,Cat       ,RUSSIANBL ,Blue      ,M,BUDERIM,16,
Ruby,Cat       ,DOMSH     ,Black     ,F,LITTLE MOUNTAIN,7,
Miss Molly,D         ,MALTESEX  ,WhiteTan  ,F,BUDERIM,7,
Corby,D         ,BICHONFRSX,GreyBlack ,M,SIPPY DOWNS,12,
Freya,D         ,COLLBORDRX,BeigeWhite,F,WURTULLA,7,
Ziggy,D         ,COLLBORDRX,Black     ,F,MOUNT COOLUM,7,
Jasper,D         ,CAVOODLE  ,Apricot   ,M,PEREGIAN SPRINGS,7,
Nalah,D         ,KELPIEAUSX,RedWhite  ,F,PALMWOODS,7,
Quincy,Cat       ,DOMSH     ,BlackWhite,M,MINYAMA,7,
Theodore,D         ,SHIHTZUX  ,TriColour ,M,PELICAN WATERS,7,
Piper,D         ,KELPIEAUSX,TriColour ,F,BEERWAH,11,
Vinny,D         ,STAFFRDBT ,Blue      ,M,PEREGIAN SPRINGS,7,
Chewbacca Jamison,D         ,CAVOODLE  ,Apricot   ,M,WARANA,7,
Maci,D         ,BULLDOGBR ,White     ,F,MOOLOOLAH VALLEY,9,
Enzo,D         ,WEIMARANR ,SilverGrey,M,BUDERIM,14,
Ruby,D         ,WEIMARANR ,Grey      ,F,BUDERIM,7,
Marlee,D         ,LHASAAPSOX,Brown     ,F,MAROOCHYDORE,8,
Pickles,D         ,FOXTERRMN ,BrownWhite,M,WEST WOOMBYE,12,
Angus,D         ,TERRIERWT ,White     ,M,EUMUNDI,13,
Maui,D         ,PUG       ,Fawn      ,M,BATTERY HILL,7,
Megs,D         ,BULLARABX ,TanWhite  ,F,BUDERIM,7,
Poppy,D         ,COLLBORDR ,Wheaten   ,F,NAMBOUR,6,
Harry,D         ,POODLESTDX,Cream     ,M,BUDERIM,8,
Lucy,D         ,DACHSHUND ,TanWhite  ,F,BUDERIM,11,
Missy,D         ,CORGICARDX,BlackGreyB,F,WARANA,10,
Bella,D         ,CHIHUAHUA ,BlackWhite,F,CONONDALE,7,
Bobby,D         ,WHIPPET   ,Fawn      ,M,PALMWOODS,7,
Lucy,D         ,CATTLEDOGX,BeigeWhite,F,EUDLO,9,
Echo,D         ,LABRADOR  ,Black     ,F,BEERWAH,7,
Charlie,D         ,LABRADOR  ,Yellow    ,M,DIDDILLIBAH,12,
Indy,D         ,SPANIELCV ,TriColour ,F,MOUNTAIN CREEK,7,
Pluto,D         ,KELPIEAUS ,BrownTan  ,M,CROHAMHURST,7,
Captain,D         ,CATTLEDOGX,RedWhite  ,M,TOWEN MOUNTAIN,7,
Harry,D         ,KELPIEAUSX,Black     ,M,WOOMBYE,11,
Sherlock,Cat       ,DOMSH     ,Tabby     ,M,GOLDEN BEACH,11,
Atlas,D         ,SHEEPDGSH ,TriColour ,M,MOUNT COOLUM,6,
George,D         ,SPANIELCV ,TriColour ,M,ROSEMOUNT,12,
Fred,D         ,PUGX      ,TanWhite  ,M,MOUNTAIN CREEK,7,
Macey,D         ,CATTLEDOG ,Blue      ,F,SIPPY DOWNS,7,
Bobbie,D         ,STAFFRDAM ,BrownWhite,F,PELICAN WATERS,11,
Pepper,D         ,LABRADOODL,Grey      ,F,COOLUM BEACH,10,
Milly,D         ,SHIHTZUX  ,BlackWhite,F,GOLDEN BEACH,8,
Tilly,D         ,SHIHTZU   ,WhiteApric,F,PELICAN WATERS,9,
Rufus,D         ,CAVOODLE  ,BlackTan  ,M,BUDDINA,7,
Casper,Cat       ,DOMSH     ,WhiteGing ,M,PARREARRA,8,
Ying,D         ,POODLETOY ,BlackWhite,F,SIPPY DOWNS,9,
Afro,D         ,SPOODLE   ,Black     ,F,BUDERIM,6,
Leo,D         ,LABRADOR  ,Chocolate ,M,CURRIMUNDI,7,
Sam,D         ,RETRIEVGD ,Blonde    ,F,PEREGIAN SPRINGS,6,
Tickford,D         ,STAFFRDBT ,Brindle   ,M,FOREST GLEN,8,
Corey,D         ,KELPIEAUS ,Red       ,M,PARREARRA,9,
Missy,D         ,CATTLEDOG ,Red       ,F,WITTA,8,
Harley,D         ,LABRADOR  ,Gold      ,M,BEERWAH,8,
Popcorn,Cat       ,DOMSH     ,Tortoise  ,F,MOUNTAIN CREEK,9,
Lucy,D         ,POODLEX   ,Cream     ,F,COES CREEK,12,
Ally Cat,Cat       ,DOMSH     ,Tortoise  ,F,BATTERY HILL,11,
Yofi,Cat       ,RUSSIANBLX,Grey      ,F,COOLUM BEACH,7,
Daisy,D         ,MALTESE   ,White     ,F,MOUNTAIN CREEK,6,
Cookie,D         ,DACHSHUNDM,BlackTan  ,M,EUMUNDI,6,
Henna,D         ,MASTIFF   ,Black     ,F,WITTA,7,
Sammy,D         ,SPANIELCKX,Black     ,M,PALMWOODS,7,
Nala,D         ,GERMNSHEP ,BlackTan  ,F,BEERWAH,7,
Sid,D         ,MALTESEX  ,Bone      ,M,ALEXANDRA HEADLAND,8,
Kruze,D         ,MALTESEX  ,BlackWhite,M,IMAGE FLAT,7,
Leo,D         ,BULLMASTF ,Tan       ,M,GOLDEN BEACH,7,
Benny,D         ,CATTLEDOG ,BlueGrey  ,M,VERRIERDALE,7,
Rusty,D         ,JACKRUSSL ,BrownWhite,M,GLENVIEW,7,
Rhodey,D         ,KELPIEAUS ,RedTan    ,M,BUDERIM,9,
Malta,D         ,MALTESE   ,White     ,M,BUDERIM,7,
Ralph,D         ,PAPILLON  ,BlackBroWh,F,BLI BLI,10,
Xyan,Cat       ,DOMSH     ,White     ,M,FLAXTON,6,
Jessie,D         ,CATTLEDOGX,Black     ,F,KULANGOOR,7,
Django,D         ,CHIHUAHUA ,Tan       ,M,BURNSIDE,7,
Winston,D         ,GERMNSHEP ,Black     ,M,BUDERIM,6,
Jett,D         ,DACHSHUNDM,BlackTan  ,M,BEERWAH,6,
GeGe,D         ,BULLARAB  ,Black     ,F,BLI BLI,6,
Charlie,D         ,HAVANESE  ,BlackTan  ,M,PEREGIAN SPRINGS,7,
Snowflake,D         ,TERRIERSI ,White     ,F,SIPPY DOWNS,6,
Lilly,D         ,SHIHTZUX  ,White     ,F,MAPLETON,12,
Buddy 2,D         ,COLLBORDRX,BlackWhite,M,PEREGIAN BEACH,8,
Scout,D         ,STAFFRDBT ,Blue      ,F,BARINGA,8,
Roger,D         ,COLLBORDR ,BlackWhite,M,COOLUM BEACH,13,
Jessica,D         ,STAFFRDAMX,BlackWhite,F,LANDSBOROUGH,6,
Swali,D         ,KELPIEAUS ,Black     ,M,EUMUNDI,15,
Kooper,D         ,COLLBORDR ,Wheaten   ,M,CALOUNDRA WEST,6,
YOGI,D         ,COLLBORDR ,Red       ,M,BUDERIM,12,
Marty,D         ,SPANIELCK ,Tan       ,M,BUDDINA,13,
Daisy,D         ,MALTESEX  ,White     ,F,MOUNTAIN CREEK,10,
Luigi,D         ,GREYHOUND ,Fawn      ,M,BOKARINA,9,
Ruby,D         ,COLLBORDR ,TriColour ,F,NAMBOUR,6,
Bella,D         ,TERRIER   ,BlackWhite,F,WOOMBYE,10,
Harlow,D         ,RETRIEVER ,Red       ,F,BUDERIM,10,
Ollie,D         ,BULLDOGAM ,Brown     ,M,WITTA,10,
Gordon,Cat       ,DOMLH     ,Grey      ,F,DIAMOND VALLEY,7,
Sausage,D         ,MASTIFNEP ,Grey      ,M,,7,
Rascal Attard,D         ,DACHSHUNDM,BlackTan  ,M,BLI BLI,6,
Summer,D         ,RETRIEVGD ,Cream     ,F,PEREGIAN SPRINGS,6,
Polly,Cat       ,DOMSH     ,BlackWhite,F,BUDERIM,12,
Rollo,D         ,CATTLEDOGX,Blue      ,M,SIPPY DOWNS,6,
Henry,D         ,MALTESE   ,White     ,M,LANDSBOROUGH,11,
Frankie,D         ,STAFFRDBTX,Tan       ,F,PEREGIAN SPRINGS,7,
Elvis,D         ,MASTIFF   ,Orange    ,M,PARKLANDS,7,
Dakota (Daks),D         ,GERMNSHEP ,White     ,F,PELICAN WATERS,9,
Sophie,Cat       ,DOMSH     ,White     ,F,BUDERIM,12,
Ferrishin,Cat       ,MANX      ,RedWhite  ,M,GLASS HOUSE MOUNTAINS,11,
Sunny,D         ,JACKRUSSLX,Tan       ,M,NAMBOUR,8,
Willow,D         ,RETRIEVGD ,Gold      ,F,GLENVIEW,8,
Zara,D         ,MASTIFNEPX,Beige     ,F,BEERWAH,7,
Archie,D         ,GERMNSHEP ,White     ,M,MOFFAT BEACH,11,
Mady,D         ,POODLETOY ,Grey      ,F,MAROOCHYDORE,12,
Hu,D         ,BULLARAB  ,WhiteBrind,F,MERIDAN PLAINS,10,
Millie,D         ,LABRADOODL,Caramel   ,F,GLENVIEW,7,
Sachy,D         ,SPANIELCV ,TriColour ,F,LANDSBOROUGH,7,
Archie,Cat       ,DOMSH     ,Tabby     ,M,BURNSIDE,7,
Murphy,D         ,TERRIERWT ,White     ,M,WURTULLA,7,
Crystal,D         ,POODLETOY ,BlackBlue ,F,PALMVIEW,8,
Pippa,Cat       ,DOMSH     ,Tabby     ,F,BELLI PARK,11,
Mr Stinky,D         ,MALTESEX  ,White     ,M,BIRTINYA,7,
Koda,D         ,POODLE    ,BrownWhite,M,BLI BLI,13,
Nero,D         ,LABRADOR  ,Black     ,M,TWIN WATERS,7,
Shadow,D         ,LABRADOR  ,Black     ,F,BUDERIM,7,
Banjo,D         ,CAVOODLE  ,White     ,M,YAROOMBA,9,
Max,D         ,SPANIELCV ,Ruby      ,M,PEREGIAN SPRINGS,7,
Zach,D         ,SPANIELTB ,TanWhite  ,M,BLI BLI,8,
Rosie,D         ,MALTESEX  ,White     ,F,SIPPY DOWNS,14,
Hallie,Cat       ,DOMSH     ,BlackWhite,F,NAMBOUR,7,
Roscoe,D         ,BULLARAB  ,BlackWhite,M,VALDORA,10,
Snatch,D         ,STAFFRDBT ,BlackBrind,F,WARANA,14,
Duke,D         ,JACKRUSSL ,WhiteTan  ,M,HUNCHY,10,
Willow Saye,D         ,LABRADORX ,Black     ,F,MAROOCHYDORE,7,
Lola smith,D         ,HUSKYX    ,BlackWhite,F,BARINGA,7,
Ruby,D         ,FOXTERRMNX,WhiteBlack,F,MALENY,7,
Koa,D         ,BULLMASTFX,Tan       ,M,WURTULLA,8,
Kombi,D         ,JACKRUSSL ,TanWhite  ,M,YAROOMBA,8,
Poppy,Cat       ,DOMSH     ,Tortoise  ,F,BARINGA,6,
Azrah,Cat       ,TURKANGORA,White     ,M,MAPLETON,8,
Kobi,D         ,CAVOODLE  ,Cream     ,M,PARREARRA,7,
Neisha,D         ,COLLBORDRX,Black     ,F,PEREGIAN BEACH,8,
Elsie,Cat       ,DOMLH     ,Tortoise  ,F,WURTULLA,10,
Maxi,D         ,LABRADORX ,Black     ,M,LANDSBOROUGH,8,
Venice,Cat       ,DOMSH     ,Chocolate ,F,WOOMBYE,7,
Dyno,D         ,BOXER     ,BrownBrin ,M,BLI BLI,10,
Webber,D         ,LABRADOR  ,Chocolate ,M,SHELLY BEACH,11,
Teddy,D         ,LHASAAPSO ,BlackBrown,M,MOOLOOLABA,7,
Billy,D         ,POODLEX   ,Apricot   ,M,MINYAMA,9,
Roo,D         ,LABRADOR  ,Black     ,F,SHELLY BEACH,9,
Tiger-Lily,D         ,SPANIELCV ,Blenheim  ,F,MOUNTAIN CREEK,8,
Boris,D         ,TERRIERWT ,White     ,M,BUDERIM,10,
Miss Sweet Chilli Pepper,D         ,GREYHOUND ,Black     ,F,BUDERIM,8,
Paisley,D         ,LABRADOR  ,Gold      ,F,CALOUNDRA WEST,7,
Portia,D         ,TERRIERWT ,White     ,F,BUDERIM,11,
